0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009357000000000001,0.0131004,0.0003119,0.0,0.0302558,0.780724,0.157829,0.0006238,0.0028071999999999997,0.0028071999999999997,0.0053026,0.0003119,0.0028071999999999997,0.0021834,3
0.0002889,0.0,0.0,0.0,0.0,0.0,0.0,0.0014443,0.0112652,0.0002889,0.0,0.0228192,0.7859619999999999,0.159445,0.0011554,0.0008666,0.0043328,0.007221300000000001,0.0,0.0023108,0.0025997,3
0.00027330000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0024596999999999996,0.019130900000000003,0.0,0.0,0.026510000000000002,0.797212,0.139656,0.0,0.0024596999999999996,0.0010932000000000001,0.0030063000000000004,0.0005466000000000001,0.0040995,0.0035529000000000003,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007324,0.0092773,0.0,0.0,0.029541,0.78833,0.15551800000000002,0.0004883,0.0004883,0.0024414000000000003,0.0068359,0.0,0.0039062,0.0024414000000000003,3
0.0006902999999999999,0.0,0.0,0.0,0.0,0.0,0.0002301,0.0016106999999999998,0.0216291,0.0013805999999999998,0.0,0.0340543,0.791072,0.133686,0.0004602,0.0032213999999999997,0.0020709,0.0052921999999999995,0.0002301,0.0029913,0.0013805999999999998,3
0.0,0.0,0.00021219999999999998,0.00021219999999999998,0.00021219999999999998,0.0,0.0,0.0010611,0.018887900000000003,0.0,0.0,0.0348048,0.7801359999999999,0.14155299999999998,0.0016977999999999997,0.0078523,0.0019100000000000002,0.0048812,0.00042439999999999996,0.0042445,0.0019100000000000002,3
0.0,0.0,0.0,0.0,0.0,0.0003874,0.0001937,0.0009683999999999999,0.0151075,0.0001937,0.0001937,0.033895,0.78772,0.137711,0.0019369,0.0040674,0.0030989999999999998,0.0054231999999999995,0.0003874,0.0050358,0.0036799999999999997,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019745,0.014001099999999999,0.000359,0.0,0.032848699999999995,0.780829,0.141806,0.001795,0.0062825,0.002872,0.006641500000000001,0.001077,0.005744,0.0037695,3
0.0,0.0,0.0,0.0,0.0,0.0001606,0.0,0.0008029999999999999,0.020073900000000002,0.0006424,0.0001606,0.030672900000000003,0.776457,0.143087,0.0022483,0.0052994999999999995,0.0041754,0.0059419,0.0006424,0.005460100000000001,0.0041754,3
0.0,0.0,0.0,0.000149,0.000149,0.000596,0.0,0.0008941000000000001,0.016242,0.0010431,0.000149,0.0362092,0.773953,0.14140999999999998,0.0022351,0.0053643,0.0056623,0.0058113999999999996,0.00044699999999999997,0.0040232,0.0056623,3
0.0004598,0.0002299,0.0011494,0.0006897,0.0004598,0.0195402,0.0003448,0.0026436999999999997,0.0155172,0.0122989,0.0205747,0.0009195000000000001,0.0026436999999999997,0.743908,0.164023,0.0027586,0.0002299,0.004712600000000001,0.002069,0.0009195000000000001,0.003908,31
0.000417,0.000417,0.000417,0.000417,0.0005212999999999999,0.0169933,0.00010429999999999999,0.0013552999999999998,0.015325299999999998,0.008757299999999999,0.0195997,0.0010425,0.0006255,0.759279,0.16148900000000002,0.0038574,0.00010429999999999999,0.0036489000000000005,0.0032319000000000002,0.000417,0.0019808,31
0.0007309,0.0001827,0.00045680000000000004,0.00045680000000000004,0.0005481,0.0200073,9.14e-05,0.0017358,0.0232048,0.0120592,0.024027,0.0006395,0.0023753,0.7283029999999999,0.175772,0.0030148,0.0,0.002558,0.0018272000000000002,0.0001827,0.0018272000000000002,31
0.00040869999999999996,8.170000000000001e-05,0.0005722,0.0001635,0.0001635,0.0201896,8.170000000000001e-05,0.0018800000000000002,0.013895699999999999,0.0109531,0.0237044,0.001553,0.0021252,0.7260909999999999,0.185222,0.0047409,0.000327,0.0020434999999999997,0.0030244,0.0001635,0.0026156999999999994,31
0.0001475,0.0,0.0003688,7.38e-05,0.0005162999999999999,0.0229368,7.38e-05,0.0010325,0.018585400000000002,0.0145291,0.027951900000000002,0.0006638,0.0008849999999999999,0.709566,0.192271,0.0046464,0.0003688,0.0016225000000000002,0.0017699999999999999,7.38e-05,0.0019175000000000002,31
0.0011958000000000001,0.0003147,0.0005035,0.0006923,0.0003147,0.020832,0.0002517,0.0029579999999999997,0.0171188,0.0123985,0.027818,0.0006923,0.0019510000000000003,0.680345,0.217572,0.0062307,0.0005664,0.0033986,0.0021398000000000003,0.0003147,0.0023287,31
0.0005598,0.0006717,0.00039180000000000004,0.0005598,0.0005038,0.0253009,0.0,0.0014554,0.022334200000000002,0.013546,0.029611000000000002,0.0011195,0.0008396000000000001,0.676966,0.216121,0.0053736,5.6000000000000006e-05,0.0012874,0.0022949999999999997,0.00011200000000000001,0.0008956,31
4.8200000000000006e-05,0.0,0.0011091,0.0010126,0.0009162,0.0268589,0.0,0.0005304,0.0253158,0.015285900000000002,0.0330312,0.0011091,0.0005304,0.672003,0.21279800000000001,0.0056418,0.0001929,0.0016395,0.0011091,0.0001447,0.0006751,31
0.0001744,0.000218,0.0003053,0.0005669,0.0005233,0.0266876,4.36e-05,0.0006541,0.0244636,0.0139107,0.032749,0.0011774,0.0001308,0.668455,0.221394,0.0054945,8.72e-05,0.0007413,0.001439,0.0001308,0.0006541,31
0.0001153,0.0001153,0.00023050000000000002,0.0006531000000000001,0.0004994,0.020476400000000002,0.0,0.00023050000000000002,0.015443700000000001,0.0108337,0.0306569,0.0012294,0.0009220000000000001,0.667768,0.241567,0.005801,0.0001153,0.0012294,0.0013830000000000001,7.68e-05,0.0006531000000000001,31
0.0052179999999999995,0.0011182,0.0011182,0.0,0.0003727,0.0022363,0.0007454,0.0067089,0.0029816999999999995,0.0007454,0.0007454,0.0,0.204622,0.585539,0.006336199999999999,0.012299700000000002,0.0972792,0.024226599999999997,0.004099899999999999,0.026090199999999997,0.017145,21
0.0003323,0.0006647000000000001,0.0016617000000000001,0.0006647000000000001,0.0006647000000000001,0.004985,0.0,0.004320399999999999,0.0099701,0.0003323,0.0033234000000000002,0.0003323,0.194417,0.6008640000000001,0.0076437,0.0099701,0.0920572,0.0202725,0.0066467,0.022266499999999998,0.0182785,21
0.0015792999999999998,0.0018951,0.0003159,0.0003159,0.0,0.0003159,0.0003159,0.002211,0.0009476,0.0,0.0003159,0.0012634,0.193936,0.59602,0.0056854,0.0085281,0.0941251,0.0312697,0.0037903,0.025584299999999997,0.0312697,21
0.0018410999999999998,0.0012274,0.0012274,0.0,0.0,0.0006137,0.0009205,0.0079779,0.0015342,0.0,0.0009205,0.0018410999999999998,0.19453800000000002,0.594047,0.0085916,0.0122737,0.09941699999999999,0.026081599999999996,0.0042958,0.0181037,0.024240599999999998,21
0.0031153,0.0011328,0.0008496,0.0,0.0002832,0.001416,0.0019824,0.0031153,0.0016992,0.0011328,0.0019824,0.0011328,0.188898,0.601812,0.0065137,0.0079298,0.09232510000000001,0.0359671,0.0053809,0.017842,0.0252053,21
0.0056285,0.00031269999999999996,0.00031269999999999996,0.0006253999999999999,0.0,0.0021889,0.0028143,0.012820500000000002,0.0021889,0.0009381,0.0021889,0.003127,0.21482199999999999,0.538462,0.0096936,0.0222014,0.09943710000000001,0.0284553,0.0056285,0.0250156,0.0231395,21
0.0027234000000000004,0.0004952,0.0002476,0.0,0.0,0.0027234000000000004,0.0027234000000000004,0.004209,0.0022283000000000003,0.0007428,0.0009903,0.0037138000000000006,0.19856400000000002,0.598911,0.007675199999999999,0.015845500000000002,0.0794751,0.0299579,0.0059421000000000005,0.021787599999999997,0.020549599999999998,21
0.0,0.0013383,0.002409,0.0005353,0.0,0.0016059999999999998,0.0,0.0002677,0.0029443,0.0008029999999999999,0.0005353,0.0,0.21493600000000002,0.6164350000000001,0.006423999999999999,0.014721600000000001,0.09127410000000001,0.0149893,0.0034796999999999996,0.0163276,0.0109743,21
0.0007064,0.0007064,0.0009417999999999999,0.0,0.0,0.0014128,0.0002355,0.0023546,0.0021191,0.0,0.0014128,0.0007064,0.213327,0.61879,0.0051801,0.0162468,0.0835884,0.0197787,0.0040028,0.0160113,0.012243899999999999,21
0.005487,0.0013717,0.0003919,0.000196,0.0,0.0019596,0.000196,0.0072506,0.0019596,0.0007838999999999999,0.0005878999999999999,0.0007838999999999999,0.202626,0.601803,0.0035273,0.0072506,0.0985695,0.016656900000000002,0.005095000000000001,0.0205761,0.0227317,21
0.0,0.0,0.0,0.0,0.0,0.0003775,0.0003775,0.0279351,0.0528501,0.0381276,0.0562476,0.0,0.128728,0.661004,0.033220099999999995,0.0,0.0003775,0.0,0.0,0.0,0.000755,10
0.0,0.0,0.0,0.0,0.0,0.0017053,0.0,0.026602999999999998,0.0364939,0.0368349,0.057639800000000005,0.0,0.12073699999999998,0.679741,0.0259209,0.0,0.0013643,0.006480199999999999,0.0,0.0027285,0.0034106,10
0.0,0.0,0.0,0.0,0.0,0.0016239000000000002,0.0009743,0.0331276,0.051640099999999994,0.0331276,0.0597597,0.00032480000000000003,0.0928873,0.6898340000000001,0.0347515,0.0006496000000000001,0.0006496000000000001,0.0,0.00032480000000000003,0.00032480000000000003,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0020161,0.000288,0.048963099999999996,0.0434908,0.0374424,0.060195900000000004,0.0,0.0973502,0.672523,0.0253456,0.000576,0.0014401,0.0048963,0.0,0.0011520999999999999,0.0043203,10
0.0,0.0,0.0,0.0,0.0,0.0029618,0.0005385,0.0288099,0.0473883,0.0344642,0.0624663,0.0005385,0.119548,0.666667,0.0320409,0.0002693,0.0005385,0.0024233,0.0,0.0008077999999999999,0.0005385,10
0.0,0.0,0.0,0.0,0.0,0.0025355,0.0,0.034736300000000005,0.045385400000000006,0.0324544,0.0631339,0.0010142,0.125253,0.661511,0.030425999999999998,0.00025350000000000004,0.00025350000000000004,0.0010142,0.0,0.0007606,0.0012676999999999999,10
0.0,0.0,0.0,0.0,0.0,0.0021053,0.0007017999999999999,0.047017500000000004,0.0647953,0.0439766,0.059883000000000006,0.0,0.10783599999999999,0.649825,0.020584799999999997,0.0007017999999999999,0.0004678,0.0011696,0.0,0.0004678,0.0004678,10
0.0,0.0,0.0,0.0,0.0,0.0016757000000000002,0.0004189,0.0412652,0.047968199999999996,0.0330959,0.065354,0.0006284,0.10808599999999999,0.671345,0.0230415,0.0004189,0.0004189,0.0037704,0.00020950000000000002,0.0008378999999999999,0.0014663,10
0.0,0.0,0.0,0.0,0.0,0.0017311,0.0005769999999999999,0.0296211,0.0530871,0.0367378,0.0634737,0.0013464,0.12714,0.65878,0.0244278,0.00038469999999999997,0.0,0.0015387999999999999,0.0001923,0.0001923,0.0007693999999999999,10
0.0,0.0,0.00016969999999999998,0.00016969999999999998,0.0,0.0023753,0.0006787000000000001,0.030539499999999997,0.043943,0.0400407,0.0605701,0.0006787000000000001,0.15134,0.634374,0.0230743,0.0,0.0016965999999999997,0.004241600000000001,0.0003393,0.001527,0.004241600000000001,10
0.0,0.0,0.0,0.0,0.0,0.0054152,0.0,0.0,0.0036100999999999998,0.041516199999999996,0.046931400000000005,0.0,0.0,0.106498,0.7942239999999999,0.0018050999999999998,0.0,0.0,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.012176600000000001,0.0,0.0,0.0045662,0.0152207,0.0456621,0.0,0.0,0.13242,0.788432,0.0015220999999999998,0.0,0.0,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.0162602,0.0,0.0,0.0081301,0.0162602,0.0569106,0.0,0.0,0.161247,0.739837,0.0,0.0,0.001355,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.0203822,0.0,0.0,0.0063694,0.049681499999999996,0.0394904,0.0,0.0,0.132484,0.751592,0.0,0.0,0.0,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0011324999999999998,0.015855,0.0,0.0,0.0079275,0.0317101,0.052095100000000005,0.0,0.0,0.180068,0.699887,0.0056625,0.0,0.0056625,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.021847099999999998,0.0,0.0,0.0158888,0.0427011,0.0427011,0.0,0.0,0.136048,0.7408140000000001,0.0,0.0,0.0,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.018181799999999998,0.0,0.0,0.0081818,0.043636400000000006,0.0427273,0.0009091000000000001,0.0,0.156364,0.7254550000000001,0.0036364000000000006,0.0,0.0009091000000000001,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0007587000000000001,0.0151745,0.0,0.0,0.0068284999999999995,0.0485584,0.0447648,0.0007587000000000001,0.0,0.183612,0.693475,0.0022761999999999995,0.0,0.0030349,0.0007587000000000001,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0005763999999999999,0.0207493,0.0,0.0,0.0121037,0.0674352,0.0466859,0.0005763999999999999,0.0,0.22708899999999999,0.621326,0.0017291000000000001,0.0,0.0017291000000000001,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0008160999999999999,0.007889,0.0,0.0,0.0046246,0.04461369999999999,0.0323721,0.000272,0.0,0.263602,0.645267,0.000272,0.0,0.000272,0.0,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250458,0.734881,0.140501,0.0018326,0.0189371,0.037263300000000006,0.007330500000000001,0.008552200000000001,0.0122175,0.0134392,27
0.0,0.0,0.0,0.0,0.0,0.0004919,0.0,0.0,0.0,0.0,0.0,0.0290212,0.651746,0.20364000000000002,0.0063945,0.0137727,0.0482046,0.0137727,0.004427,0.009837700000000001,0.0186916,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008230000000000001,0.00041150000000000003,0.00041150000000000003,0.022633700000000003,0.588477,0.254732,0.0127572,0.017284,0.0481481,0.018930000000000002,0.0045267,0.012345700000000001,0.0185185,27
0.0,0.0,0.0,0.0,0.0,0.0003711,0.0,0.0,0.0,0.0,0.0014842,0.0278293,0.5962890000000001,0.251948,0.014471200000000002,0.017068599999999996,0.043042699999999996,0.0141002,0.0025974,0.012616,0.018181799999999998,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006684,0.0254011,0.5628340000000001,0.27072199999999996,0.0123663,0.0260695,0.0534759,0.0140374,0.0026738000000000005,0.0137032,0.0180481,27
